Date,Open,High,Low,Close,Adj Close,Volume
2019-12-02,138.139999,138.669998,137.949997,138.309998,136.348938,17702200
2019-12-03,140.039993,141.770004,139.929993,141.210007,139.207809,13062400
2019-12-04,140.339996,140.500000,139.210007,139.800003,137.817810,8586300
2019-12-05,138.660004,139.440002,138.600006,139.119995,137.147430,7273800
2019-12-06,138.029999,139.119995,137.860001,138.350006,136.388397,7931100
2019-12-09,138.990005,139.110001,138.570007,138.649994,136.684113,4016900
2019-12-10,139.179993,139.350006,138.410004,138.660004,136.693970,4947600
2019-12-11,139.300003,140.139999,139.229996,139.750000,137.768524,6256700
2019-12-12,139.190002,139.279999,136.610001,137.449997,135.501129,14857000
2019-12-13,138.119995,139.610001,137.229996,139.039993,137.068588,11335100
2019-12-16,138.399994,138.460007,137.429993,137.789993,135.836288,9156600
2019-12-17,138.210007,138.339996,137.210007,137.600006,135.648987,6179700
2019-12-18,137.300003,137.449997,136.279999,136.470001,134.535034,6244700
2019-12-19,136.000000,136.860001,135.759995,136.470001,134.750275,6591100
2019-12-20,136.130005,136.690002,135.929993,136.649994,134.928009,5455700
2019-12-23,136.809998,136.970001,136.000000,136.449997,134.730515,5175000
2019-12-24,135.919998,137.059998,135.889999,136.839996,135.115601,4667400
2019-12-26,136.910004,137.220001,136.509995,137.169998,135.441452,5290200
2019-12-27,137.440002,137.630005,137.289993,137.320007,135.589569,7300500
2019-12-30,135.889999,136.899994,135.660004,136.820007,135.095871,7979700
2019-12-31,136.210007,136.460007,135.380005,135.479996,133.772720,10707400
2020-01-02,136.789993,137.529999,136.669998,137.009995,135.283463,11034100
2020-01-03,138.270004,139.160004,137.880005,139.119995,137.366882,12366000
2020-01-06,139.690002,139.710007,138.149994,138.330002,136.586853,11369800
2020-01-07,138.220001,138.470001,137.639999,137.649994,135.915390,8381200
2020-01-08,137.929993,138.309998,136.320007,136.740005,135.016891,10621700
2020-01-09,136.000000,137.440002,135.910004,137.220001,135.490860,7411500
2020-01-10,137.669998,138.470001,137.630005,138.440002,136.695465,8776000
2020-01-13,137.880005,138.089996,137.389999,138.020004,136.280762,5966900
2020-01-14,138.179993,138.820007,138.139999,138.729996,136.981796,13920300
2020-01-15,139.520004,139.759995,139.020004,139.649994,137.890198,6290500
2020-01-16,139.259995,139.529999,138.740005,139.210007,137.455734,6798600
2020-01-17,137.580002,138.139999,137.360001,138.020004,136.280762,9693100
2020-01-21,138.809998,139.649994,138.770004,139.470001,137.712479,6794900
2020-01-22,139.720001,140.139999,139.589996,139.960007,138.196320,6317000
2020-01-23,140.850006,141.380005,140.779999,140.940002,139.163940,9747400
2020-01-24,141.419998,142.550003,141.300003,142.080002,140.289551,8585000
2020-01-27,143.949997,144.289993,143.500000,144.289993,142.471725,10935200
2020-01-28,143.929993,144.089996,142.820007,143.160004,141.355988,10612900
2020-01-29,143.440002,144.699997,143.429993,144.559998,142.738327,9566800
2020-01-30,144.899994,145.669998,144.289993,144.580002,142.758087,14711800
2020-01-31,145.169998,145.990005,145.089996,145.899994,144.061447,14538100
2020-02-03,144.949997,145.759995,144.119995,145.539993,143.944733,15310700
2020-02-04,143.990005,144.139999,143.059998,143.580002,142.006241,11388300
2020-02-05,142.300003,142.699997,141.899994,142.009995,140.453430,10782600
2020-02-06,142.179993,142.880005,142.000000,142.649994,141.086411,6683100
2020-02-07,144.220001,144.740005,143.869995,144.429993,142.846924,11374800
2020-02-10,145.100006,145.250000,144.679993,144.830002,143.242523,6699300
2020-02-11,144.589996,144.720001,143.940002,144.100006,142.520538,7784100
2020-02-12,143.369995,143.550003,142.990005,143.369995,141.798508,5595500
2020-02-13,143.440002,144.199997,143.270004,143.919998,142.342514,7883400
2020-02-14,144.759995,145.080002,144.449997,144.550003,142.965607,7137400
2020-02-18,145.339996,146.050003,144.919998,145.539993,143.944733,6909200
